"Guid","AccountId","Application__c","Comments","ContactId","Description","IsEscalated","ParentId","Priority","Reason","Status","Subject","SuppliedCompany","SuppliedName","SuppliedPhone","Type","TypeDetail__c"
85405e2f-b2e3-408d-af35-6b175de17eb1,853f6d04-4ec1-4a1b-8d20-09f1c8c00a9b,"#N/A","#N/A",e77708d1-4543-4794-9b55-67543f3dddda,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Rejected,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
854f14cc-6aea-46f4-8842-e9e6350b9cd1,a004d414-9ff9-41c0-b987-57f374f0b950,"#N/A","#N/A",d655e2e6-aca5-43b0-b75c-820a6a9c8961,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Escalated,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
859bf564-655d-437f-b25f-636bb8b09beb,de3936c7-8278-4140-b708-b290024bd48f,"#N/A","#N/A",fa58c1a6-d050-43fc-8a5d-cd4fda7e418c,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Escalated,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
85b988fc-571a-4e28-850f-4f377dc1c2c9,354ac5a7-cc38-4061-9fb9-4f9910cc7349,"#N/A","#N/A",837b5499-64a8-45a4-b819-926d4be7d642,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,On Hold,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
86bcc266-fc4c-4510-96df-f498c2361cd3,7c7bc51c-9d69-4f5b-8a33-31aa9a667e33,"#N/A","#N/A",f9d5c1c7-467f-4ec8-9eb2-e24675945dfc,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Closed,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
86bf4835-ab32-47e6-a725-848f0b0d8c48,94f72062-01cb-4fd2-8412-bc75f3d8910e,"#N/A","#N/A",5d79dac4-1203-4927-a9ee-f549aa475100,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Approved,How do we restrict access to company analytics?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
86fd60b6-19ca-42ab-939c-e8b5f7023f0c,cddce6c8-fef5-4989-8e13-ea86b8164017,"#N/A","#N/A",279cb4ad-9502-495a-b7b4-98cf803ea08d,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Approved,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
870744d4-a21a-447e-b242-81d589aa9de2,4ece6ce8-ee0c-44c7-8244-4259f0ac4086,"#N/A","#N/A",ed8d567f-e2f4-4cfe-a5de-f733628a381b,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Rejected,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
875f3640-3871-498e-a74d-e59ca832253e,5d3d94e5-a96e-47d4-8a8b-659f31066b00,"#N/A","#N/A",00fc03f0-62d9-43a2-b0ad-d243afc2efbd,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,On Hold,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
87868d49-36fd-43a0-80ac-dd9d5b17ff5d,1afb016a-8edf-4988-8457-82779bd705ec,"#N/A","#N/A",1107f498-2673-4c5e-9cfe-227de594c95f,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Closed,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
879268b2-3d95-40ef-ba31-4f7b61c402dc,dacd6726-2282-4204-9f6f-41357e172399,"#N/A","#N/A",abbb81fa-917b-4447-b95f-afc73addf88f,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Closed,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
87b9554f-4bfe-4e9a-bca0-c92600a841fe,3fa505dd-ce3a-4fa8-a546-8ac2c9a229a3,"#N/A","#N/A",bdcbc5ee-3c20-4250-9cd9-0d6b019e41b3,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Approved,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
87c54b99-936c-4e05-821e-8637137b6c41,a11cae1c-9354-4b45-aa15-d6cf715ad503,"#N/A","#N/A",75a79eb1-0613-452a-9e49-b0775479bb9e,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Escalated,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8804c722-0fb4-4723-9422-46301af214c0,2642247a-1caf-4981-bfa4-f686c951e57c,"#N/A","#N/A",91790a61-f09e-44ea-8814-bd2ca5c3b744,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Pending Approval,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
881d58b1-1125-4c53-ab0c-66bafa39618f,06772fb8-581c-442b-af31-c8000c725cb9,"#N/A","#N/A",aa8714fe-145a-4156-880e-ba9057d5a170,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Pending Approval,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
88274294-b221-4aaf-a0bf-711c633110e2,e7ff9e2d-8eaa-42a5-88a2-0e79e85a51fd,"#N/A","#N/A",1caf39b2-5abf-43d4-86f6-a3160df9132f,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Escalated,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
882c4e61-68b7-4e2b-b372-cd81059bc30e,609c5bd9-06ff-4e77-a688-597a43c6f493,"#N/A","#N/A",fe11eea8-d05f-45be-8955-7045ac089c25,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,New,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
8878881d-afd2-4515-9738-3051a518f540,37fe4d88-c638-4fda-8b0e-3e9f13b59ec9,"#N/A","#N/A",9cab3359-b181-47e2-b5a2-4abacc7d0ebe,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Pending Approval,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
88c936c2-5673-4563-9842-5a5b9dae19ac,02790e5c-867a-4d60-b207-f5f0dfab9d1d,"#N/A","#N/A",7388dbf7-79e4-43a9-b4c6-6e3126467c73,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,New,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
88e7fd35-52dc-484b-ae1d-1ca2d20eac61,1428ad1a-54ab-4a26-9fa9-3132d8c35782,"#N/A","#N/A",ac500c5f-2dca-4752-ac8b-ea672a9be41f,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,New,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
890248c6-682c-436f-b2fa-89b4d828e5f7,d5b73179-f2b6-4bc6-972b-78591bca1f5a,"#N/A","#N/A",53f22cd1-f3b1-4b03-8905-179bcc76ec24,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Closed,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
8906bb76-82c6-472b-98cc-083622cd49fb,ecf94f26-d115-47a3-805c-4060cf9e542d,"#N/A","#N/A",87b61b02-dcb5-4eff-b654-9f04460d6f14,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Closed,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
898a0d8f-e0ca-46a6-be45-4dc60d33b774,02d09128-8e55-478d-862e-f9a501703068,"#N/A","#N/A",867f8138-9bae-4e2b-81c5-064878afe529,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Pending Approval,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8995770b-b0e7-41f6-a298-0bfe8a1d2e04,ceec5452-51ec-48bb-9e7c-ff0b394e1d6c,"#N/A","#N/A",729e6f5c-112d-471c-bdc5-a5ebe1027dda,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Rejected,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
89c377f4-9675-4a0e-858e-e574f8beab4f,05ad14ed-a4b3-4b05-a662-ba90845e0c72,"#N/A","#N/A",e43b6708-3db5-4b16-b7aa-88c109848a97,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Closed,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
8a72ec7f-3651-44ea-8562-871d3aa984dc,d845ff04-7523-4f84-b767-a2c0249e7eb8,"#N/A","#N/A",60c46e8a-8a45-47e2-a6eb-a887bf4bfc9f,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Escalated,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8abde0e0-b810-42ec-9d97-828402256bdc,91891bbd-a0e9-4bcd-9e1e-90a0c3004dea,"#N/A","#N/A",83daaf08-ded0-4ea4-b42d-d13853bcd626,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Escalated,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
8b11a64c-465f-47fc-84fa-b3f87c38c05a,62b16da5-892f-4567-94c2-b4dc490d0182,"#N/A","#N/A",d39496de-1345-4d14-b4ec-036f33672a4d,I can't access it. What's going on?,false,"#N/A",Medium,Complex functionality,Escalated,Server up?,"#N/A","#N/A","#N/A",Question,"#N/A"
8b5038db-c9fe-4f79-9fd4-cf016d770050,33a1801d-7094-4807-a185-2fa6024d7ffe,"#N/A","#N/A",0d717e91-e115-4ac6-8ddf-cce1a6d758d5,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Rejected,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
8b605fb5-68a5-4693-b01d-285f73585058,1428ad1a-54ab-4a26-9fa9-3132d8c35782,"#N/A","#N/A",39ce397f-cb43-4092-8b87-fdf115882a4c,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Pending Approval,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8b83940c-b2e7-4ad6-ba03-22c3ff26e8ba,d1eaeb22-9e06-4cb9-8bde-b69c1a0fbd67,"#N/A","#N/A",fe60d405-d4b1-4edb-a03e-6a28a3ce3c82,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Approved,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8b85adf5-743e-4ab4-986d-518a64df2e24,a0fa5923-8383-4b45-a5c0-8512b7433db6,"#N/A","#N/A",04785b82-5ff3-4f5d-b45d-ab442ee3c662,User Needs Help,false,"#N/A",Medium,Existing problem,On Hold,Subscription Renewal,"#N/A","#N/A","#N/A",Question,"#N/A"
8b8639cf-0560-44ec-8b4e-21dd88e2d268,9eae2f4e-7674-4079-97f6-43a58e08547e,"#N/A","#N/A",dd7ed39e-3d74-43fb-8519-7d73132686ff,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,On Hold,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8bae1cb4-fdb2-4c65-8f22-0e637eb823c6,ceec5452-51ec-48bb-9e7c-ff0b394e1d6c,"#N/A","#N/A",95e28d21-690c-4286-b5bd-5a1c37ee4944,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Rejected,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8bc0bb78-b154-4733-9daa-045c9c047beb,b23afcaa-b2e3-486e-bdba-90304e8585d3,"#N/A","#N/A",bdcbc5ee-3c20-4250-9cd9-0d6b019e41b3,Prefers Direct Phone Outreach,false,"#N/A",Medium,Existing problem,New,Install Assistance,"#N/A","#N/A","#N/A",Question,"#N/A"
8bcdcbae-7e52-466a-88d1-3097e6d994e8,5863f433-6d34-4232-9382-6f9b7b12b645,"#N/A","#N/A",6d6220ee-c1a2-43bd-86b1-02a9b43888e2,How can we schedule usage reports to be emailed to managers each week?,false,"#N/A",Medium,Complex functionality,On Hold,How to schedule a usage report,"#N/A","#N/A","#N/A",Question,"#N/A"
8bec1bc9-e50f-45bf-b0ae-a1d4ef8cacaa,0ed6e1df-248d-4cdc-8dda-0832ddf03126,"#N/A","#N/A",90671ef2-6288-489b-bbab-216db58b04fa,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,On Hold,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8bfc64ad-26e2-4301-aaac-2c7054fb87e6,5863f433-6d34-4232-9382-6f9b7b12b645,"#N/A","#N/A",1caf39b2-5abf-43d4-86f6-a3160df9132f,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,New,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8c0fa561-692e-4b9e-bd03-cdbf23781a55,07f02b8a-4e74-40b8-886f-dde2dc55b552,"#N/A","#N/A",56ed4e72-1813-4a49-a4a2-a7e7fb9bfeaf,Prefers Direct Phone Outreach,false,"#N/A",Medium,Existing problem,On Hold,Components not working as expected,"#N/A","#N/A","#N/A",Problem,"#N/A"
8c45d520-341d-4d62-bfee-af6b7da49102,cf13d698-1117-4a21-b6e0-f65f7349be47,"#N/A","#N/A",ddb30806-c70a-4f45-85b9-6db3c6016e9b,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,On Hold,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8c5b25d8-ae21-4319-8c89-7178967b7115,d7a5ed64-a1da-45cf-a423-423142069699,"#N/A","#N/A",b3d35fe3-2d57-4543-b50d-2cc9e430ee88,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Pending Approval,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8cadc545-b2e8-45de-9d09-987b80257abf,eb1c9f9a-4f49-4898-9296-ed711df117a5,"#N/A","#N/A",0ece7352-dd79-4304-bee7-92099c923f70,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,New,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
8ce97c08-217a-46ee-998b-f1ce0a178a3c,db328162-a40e-4da9-b47f-3dc0b3a60e2e,"#N/A","#N/A",bda25d75-56ef-4b3c-95f1-5ce044ea6c47,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Pending Approval,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8cfc581a-02f7-413e-ad1b-828a0a336725,641e8a6b-421a-49ac-9b2f-584ff0426f81,"#N/A","#N/A",5075b1ff-17b4-4cff-9587-b767647f8db4,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Approved,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
8d0b9842-3009-47bc-a183-00ad3614d45c,06772fb8-581c-442b-af31-c8000c725cb9,"#N/A","#N/A",4fd3f709-12de-4be8-9d91-a007ed98dd9b,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Approved,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8d1cf39e-9ba5-4fac-9c14-6400524128f9,987ec848-fc50-4d51-aa3d-cdcc022217b3,"#N/A","#N/A",a105ed42-5b80-4de3-8193-ab521f08b700,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Rejected,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
8d1edb10-bbb1-456d-8a3e-8529f513aa51,9fde7171-31cf-4c0e-848c-b95d7826f08b,"#N/A","#N/A",0a05dad9-ee18-48c2-9ec7-c47dcde78b4c,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Pending Approval,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8d326612-bd53-4dff-9115-8d95df2b2ec0,1780077c-4e79-4a5e-949f-64ab5a73d3c8,"#N/A","#N/A",043fa872-a840-4d81-89dc-8d50a0f609e9,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,New,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8d426407-47d2-4797-b3ff-46063735bc0e,dacd6726-2282-4204-9f6f-41357e172399,"#N/A","#N/A",43ad091f-ae9b-4eba-bd37-a43381c1e76e,We'd like to set up a custom integration with a third-party vendor that we use for website analytics.,false,"#N/A",Medium,New problem,On Hold,Setting up integration with third-party vendor,"#N/A","#N/A","#N/A",Problem,"#N/A"
8d6d80e5-4bbe-46d5-b7db-dd299ee29ba9,d70e92b5-1314-48cf-ad52-6dcbd196a36b,"#N/A","#N/A",4a6159b1-9195-4bfb-8516-7ddebe895f0e,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Escalated,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8d934814-5bec-4982-9733-e01e09df43d8,cc6c0d56-9bdf-4597-9a5e-6083639c0197,"#N/A","#N/A",9e1c889c-22e8-4cf7-b5a0-34161182622f,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Rejected,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8d95098d-729a-4312-b86d-c39530770985,97aecde5-9421-473e-906c-437c52c56134,"#N/A","#N/A",dbb583a2-681a-4d05-b1ca-6852a99c9431,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Approved,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
8db11007-e432-4f76-b2cb-6944d66e348d,0ed6e1df-248d-4cdc-8dda-0832ddf03126,"#N/A","#N/A",98bded69-49f9-476b-ab77-13ddafbff107,User Needs Help,false,"#N/A",Medium,Complex functionality,Pending Approval,Troubleshooting custom solution,"#N/A","#N/A","#N/A",Problem,"#N/A"
8db6f3ad-fb73-4463-8ccb-cb6ed434710e,acdb972f-0fea-4a9d-85d0-1940db7fa5f3,"#N/A","#N/A",ed96b17b-60a7-48eb-b6c3-e895bccf30f7,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Rejected,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8dde4e37-e74b-4505-a758-eac8d2980d59,b23afcaa-b2e3-486e-bdba-90304e8585d3,"#N/A","#N/A",8f3b2409-2c40-40fe-a34b-fe5cf62ac253,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,On Hold,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8dee7b3e-d67c-4bc6-b947-09979c9d44d5,ceec5452-51ec-48bb-9e7c-ff0b394e1d6c,"#N/A","#N/A",c873ac71-de42-4636-9b69-f933d381eca2,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,On Hold,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8df6d214-630a-4ac7-a41b-4460c7eae773,a4cd14fc-2b58-4de9-97f0-6af00b708877,"#N/A","#N/A",7a45e216-de44-4abc-8b6f-76cde726be90,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Rejected,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8e44b7d0-2768-4047-af0d-a2337e401d81,d0cc7617-47ea-4970-bfe0-d8b7b50be01b,"#N/A","#N/A",095a1f97-3619-4b35-9d84-86c5e8c540a7,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,On Hold,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
8e70b3ea-0f18-48e7-b6f2-e9add958398c,e5035626-d6ea-47fb-b481-e7d3b05fdda2,"#N/A","#N/A",edd8ca0f-12ee-4c82-bf97-0cad9e6adea2,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Approved,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
8eb15e47-ab7f-4d44-867f-4ee74390a860,98b0934c-77a1-4f4f-9893-35c2ae5f049a,"#N/A","#N/A",ac765ea1-0f08-4dc8-bdfa-3a8a08ea14d3,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,On Hold,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8ed9866d-e65e-4cda-b703-eebab74c02f2,3fa505dd-ce3a-4fa8-a546-8ac2c9a229a3,"#N/A","#N/A",657740fa-4222-47f7-840c-82dda4a5040f,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Approved,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8efef7cb-8947-4501-a449-335d998af9e0,d70e92b5-1314-48cf-ad52-6dcbd196a36b,"#N/A","#N/A",e6c51bbc-3d69-4b89-80e7-f2b76b12e886,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Escalated,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8f0e55c9-f0ed-45ad-812c-ab41794be072,1428ad1a-54ab-4a26-9fa9-3132d8c35782,"#N/A","#N/A",ae6ca4f9-a4ca-41be-85c1-37ba5939f974,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Pending Approval,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
8f371f93-9192-47d5-b392-1e581c56610d,a004d414-9ff9-41c0-b987-57f374f0b950,"#N/A","#N/A",c87a9228-f10c-4368-86d7-cfa771f3e01c,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Escalated,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8f4577b1-990c-429d-871b-04a6ec792cea,37fe4d88-c638-4fda-8b0e-3e9f13b59ec9,"#N/A","#N/A",7fa28f18-af0d-4f90-a52e-4aba1f11bd84,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,New,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8f4bdbc3-925c-4d0e-947a-cac444fba4d1,b157fa96-86a1-4224-a504-35482ac07f1d,"#N/A","#N/A",afbff2ac-85e2-4beb-9162-ccf60bee351d,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Pending Approval,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8f5be38d-5fbb-4cdf-a22b-d40cddb2ddcc,4aacc34c-f7ad-42a6-90a9-4fe5a81e0fe0,"#N/A","#N/A",5f970b08-9d6d-4cad-a2a3-34ae3288f9db,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Rejected,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8f5d7257-2ee2-4a93-bb42-6fcd15cb592a,cf13d698-1117-4a21-b6e0-f65f7349be47,"#N/A","#N/A",b5566dfd-dc45-4413-ae67-58b7420baef4,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Closed,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8fa63ace-2525-4649-993d-a3aa3bf70fd8,0f6dd887-3a4f-47a1-a040-364591a7523c,"#N/A","#N/A",3073bd6a-0de4-4664-8b3e-f9126ed11412,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Pending Approval,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8fbc6f5b-538a-4009-bdaf-26250cea581b,7d7982a6-c395-48a7-a798-6695ca118534,"#N/A","#N/A",25e480bc-e8fd-4f01-96fe-afdaeb14b158,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,On Hold,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8fe3fe4f-0e0d-4bf8-85d1-810efe26d4d8,eae27594-399b-4f0a-8625-73a120c40b36,"#N/A","#N/A",fbae8aa1-2d6b-45c9-aed3-6fb3de19a375,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,On Hold,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
9005e504-fc11-4c88-b5b2-07274eddbe09,825361f4-c105-4124-bb1a-ad1f5b517b40,"#N/A","#N/A",9040a689-7e4e-4f53-8cc0-a3a1362c9735,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,On Hold,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
90223e43-36ad-430f-b250-3f5d0c5d2d43,d693046a-27e3-4da0-82cf-805c2c12cabc,"#N/A","#N/A",c2819a37-95b4-4b91-9f42-f8553891c19b,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Closed,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
905e0e65-f1f8-46b9-b89a-85f07d7fe715,b75cdf65-7a79-48e6-8d10-5e08cb290181,"#N/A","#N/A",28cadbc6-58da-4b1f-942b-0d68ff70b848,EMEA Case,false,"#N/A",Medium,User didn't attend training,Pending Approval,Error Message,"#N/A","#N/A","#N/A",Problem,"#N/A"
9074bc44-c43d-4b80-a294-e804057db021,7c7bc51c-9d69-4f5b-8a33-31aa9a667e33,"#N/A","#N/A",0128d8fd-4ca8-4225-8163-24ef8588ec86,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,New,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
908605dd-523e-4645-88a3-1134f0660083,4fbe5dc7-ec35-4dfa-863b-d25a5cdd3599,"#N/A","#N/A",f91a3c02-add6-44e2-9b77-f91843454168,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,New,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
9093bc91-0de7-4342-a2d3-fc0312fde064,96d7af6a-c0c5-4c61-94f3-0eae12135527,"#N/A","#N/A",94225dff-c433-440e-aef5-91a0e0bbfd59,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Pending Approval,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
909840fe-2450-4fa8-b11a-abb5eb0baf71,4ece6ce8-ee0c-44c7-8244-4259f0ac4086,"#N/A","#N/A",275db30a-b709-44c4-9d4d-5388ed773538,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Rejected,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
90d5c011-45f5-4713-8a4e-f21efaceff3a,e0df3925-5d29-4ced-bec2-8c1a9ba1d294,"#N/A","#N/A",af619e9c-e7f4-4da1-99cc-82f3db88fdf8,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Approved,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
